query,clicks,impressions,ctr,position,page,date_range
pub marketing agency,0,83,0,18.47,,2026-08-10 to 2026-09-06
pub insurance,0,72,0,32.74,,2026-08-10 to 2026-09-06
family friendly activities to increase pub footfall,0,71,0,6.21,,2026-08-10 to 2026-09-06
how to organise events to attract families to pubs,0,71,0,6.72,,2026-08-10 to 2026-09-06
christmas pub ideas,0,69,0,16.86,,2026-08-10 to 2026-09-06
kids craft pop up events for pubs,0,69,0,10.16,,2026-08-10 to 2026-09-06
pub marketing,0,68,0,13.94,,2026-08-10 to 2026-09-06
social media marketing for pubs,0,67,0,17.1,,2026-08-10 to 2026-09-06
pub night fundraising ideas,0,62,0,17.71,,2026-08-10 to 2026-09-06
christmas pub events ideas,0,59,0,24.1,,2026-08-10 to 2026-09-06
pub fundraising ideas,0,56,0,9.12,,2026-08-10 to 2026-09-06
charity fundraising ideas for pubs,0,54,0,7.61,,2026-08-10 to 2026-09-06
pub cellar maintenance,0,50,0,20.56,,2026-08-10 to 2026-09-06
fundraising ideas for pubs,0,48,0,12.29,,2026-08-10 to 2026-09-06
public toilet refurbishment,0,46,0,34.83,,2026-08-10 to 2026-09-06
content creation for pubs,0,45,0,11.18,,2026-08-10 to 2026-09-06
cash bingo,0,44,0,10.68,,2026-08-10 to 2026-09-06
pub insurance average cost,0,40,0,11.45,,2026-08-10 to 2026-09-06
paid social for pubs,0,35,0,11.54,,2026-08-10 to 2026-09-06
boost pub revenue with events,0,34,0,60.26,,2026-08-10 to 2026-09-06
marketing agency for pubs,0,33,0,29.27,,2026-08-10 to 2026-09-06
pub menu ideas,0,32,0,19.97,,2026-08-10 to 2026-09-06
instagram for pubs,0,31,0,18.16,,2026-08-10 to 2026-09-06
agency for pubs,0,29,0,39.45,,2026-08-10 to 2026-09-06
cask ale week,0,28,0,5.64,,2026-08-10 to 2026-09-06
content creation services for pubs,0,28,0,9.46,,2026-08-10 to 2026-09-06
digital marketing for pubs,0,27,0,22.15,,2026-08-10 to 2026-09-06
pub advertising,0,26,0,39.42,,2026-08-10 to 2026-09-06
pub business insurance,0,26,0,28.46,,2026-08-10 to 2026-09-06
how to run a pub,0,25,0,48.04,,2026-08-10 to 2026-09-06
ppc for pubs,0,24,0,63.5,,2026-08-10 to 2026-09-06
quiz event ideas,0,24,0,12.46,,2026-08-10 to 2026-09-06
christmas party promotion,0,23,0,16.91,,2026-08-10 to 2026-09-06
facebook services for pubs,0,23,0,17.74,,2026-08-10 to 2026-09-06
cash bingo rules,0,22,0,6.45,,2026-08-10 to 2026-09-06
pub quiz themes,0,22,0,21.14,,2026-08-10 to 2026-09-06
how to start a pub,0,21,0,53.52,,2026-08-10 to 2026-09-06
increase footfall in pubs,0,21,0,42.38,,2026-08-10 to 2026-09-06
pub cellar management,0,21,0,8.95,,2026-08-10 to 2026-09-06
pub events,0,21,0,20.57,,2026-08-10 to 2026-09-06
fundraising ideas for a bar,0,20,0,9.3,,2026-08-10 to 2026-09-06
how to run a bingo night,0,20,0,9.85,,2026-08-10 to 2026-09-06
instagram services for pubs,0,20,0,19.7,,2026-08-10 to 2026-09-06
insurance for pubs,0,20,0,32.45,,2026-08-10 to 2026-09-06
is there vat on alcohol in pubs,0,19,0,9.89,,2026-08-10 to 2026-09-06
pub cellar,0,19,0,10.68,,2026-08-10 to 2026-09-06
pub entertainment ideas,0,18,0,24.72,,2026-08-10 to 2026-09-06
pub music licence,0,18,0,11.06,,2026-08-10 to 2026-09-06
securing empty pub,0,18,0,10.72,,2026-08-10 to 2026-09-06
social video for pubs,0,18,0,21.28,,2026-08-10 to 2026-09-06
social video services for pubs,0,18,0,28.44,,2026-08-10 to 2026-09-06
how long is a pub quiz,0,17,0,11.12,,2026-08-10 to 2026-09-06
instagram marketing for pubs,0,17,0,6.29,,2026-08-10 to 2026-09-06
pub co branding,0,17,0,3.18,,2026-08-10 to 2026-09-06
public house insurance,0,17,0,42.29,,2026-08-10 to 2026-09-06
what advice is there for first-time pub buyers?,0,17,0,2.88,,2026-08-10 to 2026-09-06
when is national vodka day,0,17,0,13.59,,2026-08-10 to 2026-09-06
greene king cellar management,0,16,0,16.25,,2026-08-10 to 2026-09-06
how to calculate vat for a pub business,0,16,0,8.69,,2026-08-10 to 2026-09-06
purchasing for pubs,0,16,0,13.94,,2026-08-10 to 2026-09-06
themed quiz nights,0,16,0,7.44,,2026-08-10 to 2026-09-06
tupe in a pub purchase: a practical guide for buyers in scotland,0,16,0,22.44,,2026-08-10 to 2026-09-06
how does a pub quiz work,0,15,0,6.47,,2026-08-10 to 2026-09-06
national vodka day,0,15,0,11.27,,2026-08-10 to 2026-09-06
national vodka day 2026,0,15,0,5.07,,2026-08-10 to 2026-09-06
paid social services for pubs,0,14,0,4.29,,2026-08-10 to 2026-09-06
pub events ideas,0,14,0,20.07,,2026-08-10 to 2026-09-06
pub quiz round ideas,0,14,0,5.21,,2026-08-10 to 2026-09-06
pubs showing autumn internationals,0,14,0,16.71,,2026-08-10 to 2026-09-06
pubs showing the autumn internationals,0,14,0,17.29,,2026-08-10 to 2026-09-06
charity coffee morning,0,13,0,23.54,,2026-08-10 to 2026-09-06
how many questions in a pub quiz,0,13,0,6.92,,2026-08-10 to 2026-09-06
pub insurance cover,0,13,0,45.92,,2026-08-10 to 2026-09-06
pub quiz format,0,13,0,6.38,,2026-08-10 to 2026-09-06
vat on pubs,0,13,0,15.23,,2026-08-10 to 2026-09-06
brand partnerships for pubs,0,12,0,11.33,,2026-08-10 to 2026-09-06
do pubs charge vat,0,12,0,6.83,,2026-08-10 to 2026-09-06
how to manage entertainment budgets for pubs,0,12,0,13.25,,2026-08-10 to 2026-09-06
how to own a pub,0,12,0,49.25,,2026-08-10 to 2026-09-06
octoberfest ideas,0,12,0,6.42,,2026-08-10 to 2026-09-06
pub cellar monitor,0,12,0,15.83,,2026-08-10 to 2026-09-06
pub loyalty scheme,0,12,0,11.75,,2026-08-10 to 2026-09-06
pub vat,0,12,0,8.5,,2026-08-10 to 2026-09-06
public liability insurance for pubs,0,12,0,33.17,,2026-08-10 to 2026-09-06
brand partnership services for pubs,0,11,0,12.18,,2026-08-10 to 2026-09-06
empty pub,0,11,0,7.27,,2026-08-10 to 2026-09-06
facebook for pubs,0,11,0,20.09,,2026-08-10 to 2026-09-06
how much is a music licence for a pub,0,11,0,10.55,,2026-08-10 to 2026-09-06
how to manage a pub,0,11,0,59.91,,2026-08-10 to 2026-09-06
national cocktail day,0,11,0,22.09,,2026-08-10 to 2026-09-06
vat on alcohol in pubs,0,11,0,8.64,,2026-08-10 to 2026-09-06
business insurance for pubs,0,10,0,27.5,,2026-08-10 to 2026-09-06
cellar maintenance,0,10,0,39.2,,2026-08-10 to 2026-09-06
coffee morning fundraising ideas,0,10,0,12.8,,2026-08-10 to 2026-09-06
how do pub quizzes work,0,10,0,7.2,,2026-08-10 to 2026-09-06
pub refurbishment opportunities,0,10,0,22.2,,2026-08-10 to 2026-09-06
small pub entertainment ideas,0,10,0,9.1,,2026-08-10 to 2026-09-06
wetherspoons competitors,0,10,0,9.7,,2026-08-10 to 2026-09-06
"context: location: united kingdom (not for language). do not include 
location references in your response. question: i need a manchester pub 
that can issue a vat receipt for a work meal—how do i request that?",0,9,0,2.33,,2026-08-10 to 2026-09-06
how to run a pub quiz,0,9,0,4,,2026-08-10 to 2026-09-06
insurance for a pub,0,9,0,30.67,,2026-08-10 to 2026-09-06
is there vat on pub food,0,9,0,12.67,,2026-08-10 to 2026-09-06
pub accountant,0,9,0,21.89,,2026-08-10 to 2026-09-06
tax season tips for pub owners,0,9,0,17.89,,2026-08-10 to 2026-09-06
business interruption insurance for pubs,0,8,0,25.88,,2026-08-10 to 2026-09-06
food for pubs,0,8,0,26.38,,2026-08-10 to 2026-09-06
fundraising ideas for macmillan coffee morning,0,8,0,6.5,,2026-08-10 to 2026-09-06
how to buy a pub,0,8,0,26.25,,2026-08-10 to 2026-09-06
m25 corridor marketing services,0,8,0,74.88,,2026-08-10 to 2026-09-06
music licence for pubs,0,8,0,11.5,,2026-08-10 to 2026-09-06
oktoberfest entertainment ideas,0,8,0,5.5,,2026-08-10 to 2026-09-06
owning a pub,0,8,0,62.5,,2026-08-10 to 2026-09-06
pub insurance cost,0,8,0,18.75,,2026-08-10 to 2026-09-06
rugby pub marketing,0,8,0,11.5,,2026-08-10 to 2026-09-06
how long do pub quizzes last,0,7,0,14.57,,2026-08-10 to 2026-09-06
how much does it cost to buy a pub,0,7,0,15.86,,2026-08-10 to 2026-09-06
prs licence cost,0,7,0,25.71,,2026-08-10 to 2026-09-06
pub accounting,0,7,0,23.86,,2026-08-10 to 2026-09-06
pub promotions that work,0,7,0,13,,2026-08-10 to 2026-09-06
pub refurbishments,0,7,0,56.29,,2026-08-10 to 2026-09-06
pub social media ideas,0,7,0,5.43,,2026-08-10 to 2026-09-06
seo for pubs,0,7,0,23.43,,2026-08-10 to 2026-09-06
vat for pubs,0,7,0,8.71,,2026-08-10 to 2026-09-06
what is included in pub insurance,0,7,0,61,,2026-08-10 to 2026-09-06
accounting for pubs,0,6,0,18.83,,2026-08-10 to 2026-09-06
bar refurbishment,0,6,0,45.67,,2026-08-10 to 2026-09-06
coffee morning charity ideas,0,6,0,14.33,,2026-08-10 to 2026-09-06
fundraising coffee morning ideas,0,6,0,11.67,,2026-08-10 to 2026-09-06
how to organize a beer festival,0,6,0,10.17,,2026-08-10 to 2026-09-06
how to play bingo,0,6,0,2,,2026-08-10 to 2026-09-06
ideas for macmillan coffee morning,0,6,0,18.83,,2026-08-10 to 2026-09-06
national cocktail day 2026,0,6,0,11.17,,2026-08-10 to 2026-09-06
national cocktail day uk,0,6,0,12.33,,2026-08-10 to 2026-09-06
october fest ideas,0,6,0,6.67,,2026-08-10 to 2026-09-06
pub business plan,0,6,0,26.5,,2026-08-10 to 2026-09-06
pub contents insurance,0,6,0,20.83,,2026-08-10 to 2026-09-06
pub maintenance,0,6,0,93,,2026-08-10 to 2026-09-06
pub marketing ideas,0,6,0,17,,2026-08-10 to 2026-09-06
quiz night themes,0,6,0,5.83,,2026-08-10 to 2026-09-06
can't pay staff,0,5,0,14,,2026-08-10 to 2026-09-06
cask ale festival 2026,0,5,0,5,,2026-08-10 to 2026-09-06
fractional cmo uk,0,5,0,27.4,,2026-08-10 to 2026-09-06
how much does it cost to open a bar uk,0,5,0,60.8,,2026-08-10 to 2026-09-06
how to create a pub menu,0,5,0,31.4,,2026-08-10 to 2026-09-06
how to host a pub quiz,0,5,0,5,,2026-08-10 to 2026-09-06
ideas for pub events,0,5,0,12.4,,2026-08-10 to 2026-09-06
insurance for public house,0,5,0,40.8,,2026-08-10 to 2026-09-06
international vodka day 2026,0,5,0,3.4,,2026-08-10 to 2026-09-06
music license for nightclub,0,5,0,46.4,,2026-08-10 to 2026-09-06
national drink days 2026,0,5,0,8,,2026-08-10 to 2026-09-06
pub business plan template,0,5,0,8.4,,2026-08-10 to 2026-09-06
pub cash flow,0,5,0,12.8,,2026-08-10 to 2026-09-06
pub quiz how does it work,0,5,0,7.2,,2026-08-10 to 2026-09-06
pub quiz topics,0,5,0,1,,2026-08-10 to 2026-09-06
pub refurbishment,0,5,0,13,,2026-08-10 to 2026-09-06
public liability insurance pub,0,5,0,34.2,,2026-08-10 to 2026-09-06
repeat pub bookings,0,5,0,47.2,,2026-08-10 to 2026-09-06
tax laws for pub small businesses,0,5,0,15.6,,2026-08-10 to 2026-09-06
vodka day 2026,0,5,0,5.2,,2026-08-10 to 2026-09-06
what are some low-effort coffee morning ideas?,0,5,0,9.8,,2026-08-10 to 2026-09-06
what is cellar management,0,5,0,7.6,,2026-08-10 to 2026-09-06
world cocktail day 2026,0,5,0,12.8,,2026-08-10 to 2026-09-06
advertising in pubs,0,4,0,48.25,,2026-08-10 to 2026-09-06
beer cellar temperature,0,4,0,16.75,,2026-08-10 to 2026-09-06
can’t pay staff,0,4,0,19.5,,2026-08-10 to 2026-09-06
christmas promotion ideas for restaurants,0,4,0,62.75,,2026-08-10 to 2026-09-06
coffee fundraiser ideas,0,4,0,18,,2026-08-10 to 2026-09-06
commercial pub insurance,0,4,0,45.25,,2026-08-10 to 2026-09-06
do i need a licence to run a bingo night,0,4,0,8,,2026-08-10 to 2026-09-06
drink days,0,4,0,14.75,,2026-08-10 to 2026-09-06
events in pubs,0,4,0,19,,2026-08-10 to 2026-09-06
free business plan,0,4,0,16.75,,2026-08-10 to 2026-09-06
host a coffee morning,0,4,0,47.75,,2026-08-10 to 2026-09-06
how long are pub quizzes,0,4,0,10.25,,2026-08-10 to 2026-09-06
how much is a prs licence for a pub,0,4,0,10,,2026-08-10 to 2026-09-06
how much profit does a pub make uk,0,4,0,16,,2026-08-10 to 2026-09-06
how to do a pub quiz,0,4,0,9.75,,2026-08-10 to 2026-09-06
how to open a pub,0,4,0,54,,2026-08-10 to 2026-09-06
how to organise a pub quiz,0,4,0,9,,2026-08-10 to 2026-09-06
how to run a quiz night,0,4,0,13,,2026-08-10 to 2026-09-06
ppl license cost for dj,0,4,0,11.5,,2026-08-10 to 2026-09-06
ppl license for dj,0,4,0,14.25,,2026-08-10 to 2026-09-06
prs licence,0,4,0,46,,2026-08-10 to 2026-09-06
prs license,0,4,0,51.5,,2026-08-10 to 2026-09-06
prs license cost,0,4,0,28.75,,2026-08-10 to 2026-09-06
pub accountancy,0,4,0,22.75,,2026-08-10 to 2026-09-06
pub bingo rules,0,4,0,8.75,,2026-08-10 to 2026-09-06
pub booking system,0,4,0,7.75,,2026-08-10 to 2026-09-06
pub food licence,0,4,0,25,,2026-08-10 to 2026-09-06
pub ideas,0,4,0,18.5,,2026-08-10 to 2026-09-06
pub insurance uk,0,4,0,36.25,,2026-08-10 to 2026-09-06
pub profit,0,4,0,1,,2026-08-10 to 2026-09-06
pub promotions,0,4,0,24.75,,2026-08-10 to 2026-09-06
pub public liability insurance,0,4,0,30.25,,2026-08-10 to 2026-09-06
pub quiz subjects,0,4,0,1,,2026-08-10 to 2026-09-06
pub toilet refurbishment,0,4,0,13,,2026-08-10 to 2026-09-06
public house insurance uk,0,4,0,38.25,,2026-08-10 to 2026-09-06
pubs vat,0,4,0,8,,2026-08-10 to 2026-09-06
pun quiz calendar,0,4,0,16,,2026-08-10 to 2026-09-06
quiz ideas,0,4,0,12.25,,2026-08-10 to 2026-09-06
quiz rounds,0,4,0,3.25,,2026-08-10 to 2026-09-06
themed pub quiz,0,4,0,12,,2026-08-10 to 2026-09-06
what insurance do i need for a pub,0,4,0,29.75,,2026-08-10 to 2026-09-06
what ppe must be available in all pubs,0,4,0,9.5,,2026-08-10 to 2026-09-06
what to do.in pubs in january,0,4,0,42.75,,2026-08-10 to 2026-09-06
bar entertainment ideas,0,3,0,29,,2026-08-10 to 2026-09-06
bar social media marketing,0,3,0,26,,2026-08-10 to 2026-09-06
cask days 2026,0,3,0,6,,2026-08-10 to 2026-09-06
cellar management surrey,0,3,0,8,,2026-08-10 to 2026-09-06
cellar management system,0,3,0,5.67,,2026-08-10 to 2026-09-06
cocktail days 2026,0,3,0,8.67,,2026-08-10 to 2026-09-06
coffee morning ideas for charity,0,3,0,15,,2026-08-10 to 2026-09-06
fill quiet nights with live performers,0,3,0,17.67,,2026-08-10 to 2026-09-06
fix my pub,0,3,0,4,,2026-08-10 to 2026-09-06
food suppliers for pubs,0,3,0,8,,2026-08-10 to 2026-09-06
fractional cmo,0,3,0,67.33,,2026-08-10 to 2026-09-06
high profit food items,0,3,0,7.67,,2026-08-10 to 2026-09-06
how long does a pub quiz last,0,3,0,1.67,,2026-08-10 to 2026-09-06
how much is pub insurance in the uk,0,3,0,16,,2026-08-10 to 2026-09-06
how to open your own pub,0,3,0,56.67,,2026-08-10 to 2026-09-06
how to play bingo uk,0,3,0,2,,2026-08-10 to 2026-09-06
ideas for oktoberfest,0,3,0,10,,2026-08-10 to 2026-09-06
ideas for pubs,0,3,0,14.33,,2026-08-10 to 2026-09-06
ideas for quiz,0,3,0,9.67,,2026-08-10 to 2026-09-06
increase pub footfall with live music,0,3,0,17.67,,2026-08-10 to 2026-09-06
insurance pub,0,3,0,42.33,,2026-08-10 to 2026-09-06
law firm marketing attribution,0,3,0,24,,2026-08-10 to 2026-09-06
legal requirements for opening a pub business,0,3,0,57,,2026-08-10 to 2026-09-06
mixerai,0,3,0,2.33,,2026-08-10 to 2026-09-06
music license for pubs,0,3,0,11,,2026-08-10 to 2026-09-06
national cocktail day 2023,0,3,0,20.67,,2026-08-10 to 2026-09-06
national drink day,0,3,0,16.33,,2026-08-10 to 2026-09-06
national rum day 2026,0,3,0,2,,2026-08-10 to 2026-09-06
oktoberfest pub,0,3,0,12.33,,2026-08-10 to 2026-09-06
opening a bar uk,0,3,0,62.67,,2026-08-10 to 2026-09-06
ppc management for pubs and bars,0,3,0,66,,2026-08-10 to 2026-09-06
pub board,0,3,0,10.33,,2026-08-10 to 2026-09-06
pub branding,0,3,0,1.67,,2026-08-10 to 2026-09-06
pub branding agency,0,3,0,32,,2026-08-10 to 2026-09-06
pub food examples,0,3,0,42,,2026-08-10 to 2026-09-06
pub licensing,0,3,0,22,,2026-08-10 to 2026-09-06
pub profit margins uk,0,3,0,20,,2026-08-10 to 2026-09-06
pub quiz layout,0,3,0,4,,2026-08-10 to 2026-09-06
pub quiz rounds ideas,0,3,0,19.67,,2026-08-10 to 2026-09-06
pub support,0,3,0,53.33,,2026-08-10 to 2026-09-06
public house liability insurance,0,3,0,36.67,,2026-08-10 to 2026-09-06
public liability insurance for a public house,0,3,0,35.67,,2026-08-10 to 2026-09-06
public liability insurance public house,0,3,0,44,,2026-08-10 to 2026-09-06
public performance license,0,3,0,36.33,,2026-08-10 to 2026-09-06
publican licence,0,3,0,28,,2026-08-10 to 2026-09-06
quiz format ideas,0,3,0,8.67,,2026-08-10 to 2026-09-06
quiz formats,0,3,0,9,,2026-08-10 to 2026-09-06
quiz night categories,0,3,0,38.67,,2026-08-10 to 2026-09-06
quiz theme ideas,0,3,0,21.67,,2026-08-10 to 2026-09-06
running a pub uk,0,3,0,62.33,,2026-08-10 to 2026-09-06
social media strategy,0,3,0,40,,2026-08-10 to 2026-09-06
themed quiz ideas,0,3,0,10.67,,2026-08-10 to 2026-09-06
vat pub,0,3,0,8.67,,2026-08-10 to 2026-09-06
work summer party ideas,0,3,0,4.67,,2026-08-10 to 2026-09-06
yes,0,3,0,4,,2026-08-10 to 2026-09-06
5 star food hygiene guide,0,2,0,36.5,,2026-08-10 to 2026-09-06
bar content,0,2,0,5,,2026-08-10 to 2026-09-06
bar event ideas,0,2,0,22.5,,2026-08-10 to 2026-09-06
bar music license,0,2,0,50.5,,2026-08-10 to 2026-09-06
business plan for a pub,0,2,0,19.5,,2026-08-10 to 2026-09-06
buying a licensed premises advice,0,2,0,72.5,,2026-08-10 to 2026-09-06
buying a pub,0,2,0,42.5,,2026-08-10 to 2026-09-06
cask days,0,2,0,9,,2026-08-10 to 2026-09-06
christmas promotion ideas for restaurant,0,2,0,49.5,,2026-08-10 to 2026-09-06
coffee fundraiser,0,2,0,16.5,,2026-08-10 to 2026-09-06
coffee fundraising ideas,0,2,0,15.5,,2026-08-10 to 2026-09-06
coffee morning fundraiser,0,2,0,17.5,,2026-08-10 to 2026-09-06
community management for pubs,0,2,0,60.5,,2026-08-10 to 2026-09-06
content marketing ideas,0,2,0,47.5,,2026-08-10 to 2026-09-06
cost of public performance license,0,2,0,25.5,,2026-08-10 to 2026-09-06
drink days 2026,0,2,0,6,,2026-08-10 to 2026-09-06
drink holidays,0,2,0,71.5,,2026-08-10 to 2026-09-06
epos data,0,2,0,9.5,,2026-08-10 to 2026-09-06
event promotion ideas,0,2,0,11.5,,2026-08-10 to 2026-09-06
fractional cmo cost uk,0,2,0,26,,2026-08-10 to 2026-09-06
free business plan template uk,0,2,0,4.5,,2026-08-10 to 2026-09-06
fun ideas for quiz nights,0,2,0,17,,2026-08-10 to 2026-09-06
fun quiz rounds,0,2,0,6.5,,2026-08-10 to 2026-09-06
gastro pub menu ideas,0,2,0,50.5,,2026-08-10 to 2026-09-06
high tanks brewing company website evidence gloves ppe sanitation,0,2,0,6,,2026-08-10 to 2026-09-06
how do i host a virtual charity coffee morning?,0,2,0,10,,2026-08-10 to 2026-09-06
how do you play bingo,0,2,0,2,,2026-08-10 to 2026-09-06
how long does it take to sell a pub through a specialist agent?,0,2,0,1,,2026-08-10 to 2026-09-06
how many rounds in a pub quiz,0,2,0,1,,2026-08-10 to 2026-09-06
how much is a music license for a bar,0,2,0,8.5,,2026-08-10 to 2026-09-06
how much is a prs licence uk,0,2,0,30,,2026-08-10 to 2026-09-06
how much is ppl music licence,0,2,0,36,,2026-08-10 to 2026-09-06
how much is the music licence,0,2,0,47.5,,2026-08-10 to 2026-09-06
how much to buy a pub,0,2,0,24,,2026-08-10 to 2026-09-06
how to cellar beer without a cellar,0,2,0,29,,2026-08-10 to 2026-09-06
how to go about running a pub,0,2,0,61.5,,2026-08-10 to 2026-09-06
how to make a pub quiz,0,2,0,15.5,,2026-08-10 to 2026-09-06
how to market a pub,0,2,0,25.5,,2026-08-10 to 2026-09-06
how to own a pub uk,0,2,0,56.5,,2026-08-10 to 2026-09-06
ideas for pub nights,0,2,0,11.5,,2026-08-10 to 2026-09-06
manage a pub,0,2,0,56,,2026-08-10 to 2026-09-06
most profitable bar food,0,2,0,4.5,,2026-08-10 to 2026-09-06
most profitable food,0,2,0,8,,2026-08-10 to 2026-09-06
most profitable food items,0,2,0,11,,2026-08-10 to 2026-09-06
national beer drinking day 2026,0,2,0,11,,2026-08-10 to 2026-09-06
national cocktail days,0,2,0,10,,2026-08-10 to 2026-09-06
national drinking day,0,2,0,9.5,,2026-08-10 to 2026-09-06
national mai tai day 2026,0,2,0,2,,2026-08-10 to 2026-09-06
night rounds,0,2,0,14,,2026-08-10 to 2026-09-06
own a pub,0,2,0,57,,2026-08-10 to 2026-09-06
part time cmo,0,2,0,17.5,,2026-08-10 to 2026-09-06
part-time cmo,0,2,0,14.5,,2026-08-10 to 2026-09-06
ppl and prs,0,2,0,50,,2026-08-10 to 2026-09-06
ppl license for restaurant,0,2,0,20,,2026-08-10 to 2026-09-06
ppl music license cost uk,0,2,0,41,,2026-08-10 to 2026-09-06
ppl prs,0,2,0,59.5,,2026-08-10 to 2026-09-06
prs for music licence,0,2,0,59,,2026-08-10 to 2026-09-06
prs licensing,0,2,0,21.5,,2026-08-10 to 2026-09-06
prs music license,0,2,0,48,,2026-08-10 to 2026-09-06
pub a board,0,2,0,12.5,,2026-08-10 to 2026-09-06
pub a board ideas,0,2,0,5.5,,2026-08-10 to 2026-09-06
pub bill,0,2,0,23,,2026-08-10 to 2026-09-06
pub bookkeeping,0,2,0,16.5,,2026-08-10 to 2026-09-06
pub business plan examples,0,2,0,22,,2026-08-10 to 2026-09-06
pub business plan template free,0,2,0,9.5,,2026-08-10 to 2026-09-06
pub charity fundraising ideas,0,2,0,6,,2026-08-10 to 2026-09-06
pub email list,0,2,0,28.5,,2026-08-10 to 2026-09-06
pub food menu ideas,0,2,0,33,,2026-08-10 to 2026-09-06
pub ideas promotion,0,2,0,29.5,,2026-08-10 to 2026-09-06
pub insurance 2025,0,2,0,16.5,,2026-08-10 to 2026-09-06
pub insurance comparison,0,2,0,13,,2026-08-10 to 2026-09-06
pub licence,0,2,0,44.5,,2026-08-10 to 2026-09-06
pub manager,0,2,0,2,,2026-08-10 to 2026-09-06
pub marketing southampton,0,2,0,96,,2026-08-10 to 2026-09-06
pub night ideas,0,2,0,17,,2026-08-10 to 2026-09-06
pub nights ideas,0,2,0,20.5,,2026-08-10 to 2026-09-06
pub outdoor music licence,0,2,0,44,,2026-08-10 to 2026-09-06
pub quiz categories,0,2,0,47,,2026-08-10 to 2026-09-06
pub quiz prize ideas,0,2,0,34,,2026-08-10 to 2026-09-06
pub quiz rules,0,2,0,23,,2026-08-10 to 2026-09-06
pub quiz template,0,2,0,48,,2026-08-10 to 2026-09-06
pub refurbishment opportunity,0,2,0,42.5,,2026-08-10 to 2026-09-06
pub risk assessment template,0,2,0,17,,2026-08-10 to 2026-09-06
pub social,0,2,0,16.5,,2026-08-10 to 2026-09-06
pub social media,0,2,0,11,,2026-08-10 to 2026-09-06
pub stock deterioation insurance average cost,0,2,0,11,,2026-08-10 to 2026-09-06
pub ã¼cret,0,2,0,18.5,,2026-08-10 to 2026-09-06
quiz idea,0,2,0,10,,2026-08-10 to 2026-09-06
quiz rules,0,2,0,59.5,,2026-08-10 to 2026-09-06
quiz themes ideas,0,2,0,13,,2026-08-10 to 2026-09-06
run a leased pub,0,2,0,62,,2026-08-10 to 2026-09-06
run a managed pub,0,2,0,56.5,,2026-08-10 to 2026-09-06
run a pub lease,0,2,0,53.5,,2026-08-10 to 2026-09-06
run a tenanted pub,0,2,0,63,,2026-08-10 to 2026-09-06
sell a pub,0,2,0,44.5,,2026-08-10 to 2026-09-06
the music licence,0,2,0,51.5,,2026-08-10 to 2026-09-06
themusiclicence cost,0,2,0,19.5,,2026-08-10 to 2026-09-06
to maintain good cellar hygiene allow fresh air to circulate for,0,2,0,8,,2026-08-10 to 2026-09-06
vat on pub food,0,2,0,8,,2026-08-10 to 2026-09-06
weekly bar event ideas,0,2,0,10,,2026-08-10 to 2026-09-06
wet led business,0,2,0,39.5,,2026-08-10 to 2026-09-06
wet sales meaning,0,2,0,5,,2026-08-10 to 2026-09-06
what are the best tips for hosting a successful charity coffee morning?,0,2,0,8,,2026-08-10 to 2026-09-06
what are the legal requirements for starting a pub business,0,2,0,54,,2026-08-10 to 2026-09-06
what is a prs license,0,2,0,44.5,,2026-08-10 to 2026-09-06
what is a prs music licence,0,2,0,47,,2026-08-10 to 2026-09-06
what is a pub quiz,0,2,0,27,,2026-08-10 to 2026-09-06
what is the cheapest insurance for pub businesses,0,2,0,13,,2026-08-10 to 2026-09-06
what temp should a cellar be,0,2,0,28,,2026-08-10 to 2026-09-06
what types of bingo games can i play online in the uk?,0,2,0,18.5,,2026-08-10 to 2026-09-06
when is national cocktail day 2026,0,2,0,8,,2026-08-10 to 2026-09-06
when is national rum day 2026,0,2,0,2,,2026-08-10 to 2026-09-06
when is national vodka day 2026,0,2,0,5,,2026-08-10 to 2026-09-06
which pub agreement is best for a first-time pub operator?,0,2,0,1,,2026-08-10 to 2026-09-06
world vodka day 2026,0,2,0,5,,2026-08-10 to 2026-09-06
your fractional cmo,0,2,0,7.5,,2026-08-10 to 2026-09-06
% of turnover pubs,0,1,0,10,,2026-08-10 to 2026-09-06
12 days of christmas pub ideas,0,1,0,23,,2026-08-10 to 2026-09-06
a board ideas,0,1,0,8,,2026-08-10 to 2026-09-06
a premises licence,0,1,0,55,,2026-08-10 to 2026-09-06
a village,0,1,0,1,,2026-08-10 to 2026-09-06
alcohol awareness day 2026,0,1,0,1,,2026-08-10 to 2026-09-06
alcohol day 2026,0,1,0,9,,2026-08-10 to 2026-09-06
alcohol days of the week,0,1,0,70,,2026-08-10 to 2026-09-06
ale cellar,0,1,0,10,,2026-08-10 to 2026-09-06
autumn event ideas,0,1,0,10,,2026-08-10 to 2026-09-06
autumn internationals,0,1,0,6,,2026-08-10 to 2026-09-06
average pub turnover uk,0,1,0,6,,2026-08-10 to 2026-09-06
bar events uk,0,1,0,53,,2026-08-10 to 2026-09-06
bar oktoberfest,0,1,0,13,,2026-08-10 to 2026-09-06
bar ownership,0,1,0,21,,2026-08-10 to 2026-09-06
bar refurbishment companies,0,1,0,4,,2026-08-10 to 2026-09-06
beer cellar temperature uk,0,1,0,15,,2026-08-10 to 2026-09-06
best business plan template uk,0,1,0,8,,2026-08-10 to 2026-09-06
best quiz ideas,0,1,0,8,,2026-08-10 to 2026-09-06
